2017-02-28T17:18:07Z,2017-02-27T05:02:58Z,http://arxiv.org/abs/1702.08148v1,http://arxiv.org/pdf/1702.08148v1,"A Copula-based Imputation Model for Missing Data of Mixed Type in
  Multilevel Data Sets","We propose a copula based method to handle missing values in multivariate
data of mixed types in multilevel data sets. Building upon the extended rank
likelihood of \cite{hoff2007extending} and the multinomial probit model our
model is a latent variable model which is able to capture the relationship
among variables of different types as well as accounting for the clustering
structure. We fit the model by approximating the posterior distribution of the
parameters and the missing values through a Gibbs sampling scheme. We use the
multiple imputation procedure to incorporate the uncertainty due to missing
values in the analysis of the data. Our proposed method is evaluated through
simulations to compare it with several conventional methods of handling missing
data. We also apply our method to a data set from a cluster randomized
controlled trial of a multidisciplinary intervention in acute stroke units. We
conclude that our proposed copula based imputation model for mixed type
variables achieves reasonably good imputation accuracy and recovery of
parameters in some models of interest and that adding random effects enhances
performance when the clustering effect is strong.",Jiali Wang|Bronwyn Loong|Anton H. Westveld|Alan H. Welsh,stat.ME
2017-02-28T17:18:07Z,2017-02-27T04:30:06Z,http://arxiv.org/abs/1702.08142v1,http://arxiv.org/pdf/1702.08142v1,Tensor Balancing on Statistical Manifold,"We solve tensor balancing rescaling an Nth order nonnegative tensor by
multiplying (N - 1)th order N tensors so that every fiber sums to one. This
generalizes a fundamental process of matrix balancing used to compare matrices
in a wide range of applications from biology to economics. We present an
efficient balancing algorithm with quadratic convergence using Newton's method
and show in numerical experiments that the proposed algorithm is several orders
of magnitude faster than existing ones. To theoretically prove the correctness
of the algorithm we model tensors as probability distributions in a
statistical manifold and realize tensor balancing as projection onto a
submanifold. The key to our algorithm is that the gradient of the manifold
used as a Jacobian matrix in Newton's method can be analytically obtained
using the M\""obius inversion formula the essential of combinatorial
mathematics. Our model is not limited to tensor balancing but has a wide
applicability as it includes various statistical and machine learning models
such as weighted DAGs and Boltzmann machines.",Mahito Sugiyama|Hiroyuki Nakahara|Koji Tsuda,stat.ME|cs.IT|cs.NA|math.IT|stat.ML
2017-02-28T17:18:07Z,2017-02-26T21:23:33Z,http://arxiv.org/abs/1702.08088v1,http://arxiv.org/pdf/1702.08088v1,"Selection of training populations (and other subset selection problems)
  with an accelerated genetic algorithm (STPGA: An R-package for selection of
  training populations with a genetic algorithm)","Optimal subset selection is an important task that has numerous algorithms
designed for it and has many application areas. STPGA contains a special
genetic algorithm supplemented with a tabu memory property (that keeps track of
previously tried solutions and their fitness for a number of iterations) and
with a regression of the fitness of the solutions on their coding that is used
to form the ideal estimated solution (look ahead property) to search for
solutions of generic optimal subset selection problems. I have initially
developed the programs for the specific problem of selecting training
populations for genomic prediction or association problems therefore I give
discussion of the theory behind optimal design of experiments to explain the
default optimization criteria in STPGA and illustrate the use of the programs
in this endeavor. Nevertheless I have picked a few other areas of application:
supervised and unsupervised variable selection based on kernel alignment
supervised variable selection with design criteria influential observation
identification for regression solving mixed integer quadratic optimization
problems balancing gains and inbreeding in a breeding population. Some of
these illustrations pertain new statistical approaches.",Deniz Akdemir,stat.ME|cs.LG|q-bio.GN|q-bio.QM|stat.AP
2017-02-28T17:18:07Z,2017-02-26T17:50:28Z,http://arxiv.org/abs/1702.08061v1,http://arxiv.org/pdf/1702.08061v1,The Ensemble Kalman Filter: A Signal Processing Perspective,"The ensemble Kalman filter (EnKF) is a Monte Carlo based implementation of
the Kalman filter (KF) for extremely high-dimensional possibly nonlinear and
non-Gaussian state estimation problems. Its ability to handle state dimensions
in the order of millions has made the EnKF a popular algorithm in different
geoscientific disciplines. Despite a similarly vital need for scalable
algorithms in signal processing e.g. to make sense of the ever increasing
amount of sensor data the EnKF is hardly discussed in our field.
  This self-contained review paper is aimed at signal processing researchers
and provides all the knowledge to get started with the EnKF. The algorithm is
derived in a KF framework without the often encountered geoscientific
terminology. Algorithmic challenges and required extensions of the EnKF are
provided as well as relations to sigma-point KF and particle filters. The
relevant EnKF literature is summarized in an extensive survey and unique
simulation examples including popular benchmark problems complement the
theory with practical insights. The signal processing perspective highlights
new directions of research and facilitates the exchange of potentially
beneficial ideas both for the EnKF and high-dimensional nonlinear and
non-Gaussian filtering in general.",Michael Roth|Gustaf Hendeby|Carsten Fritsche|Fredrik Gustafsson,stat.ME|cs.SY|stat.CO
2017-02-28T17:18:07Z,2017-02-24T23:43:44Z,http://arxiv.org/abs/1702.07804v1,http://arxiv.org/pdf/1702.07804v1,"A Constrained Conditional Likelihood Approach for Estimating the Means
  of Selected Populations","Given p independent normal populations we consider the problem of estimating
the mean of those populations that based on the observed data give the
strongest signals. We explicitly condition on the ranking of the sample means
and consider a constrained conditional maximum likelihood (CCMLE) approach
avoiding the use of any priors and of any sparsity requirement between the
population means. Our results show that if the observed means are too close
together we should in fact use the grand mean to estimate the mean of the
population with the larger sample mean. If they are separated by more than a
certain threshold we should shrink the observed means towards each other. As
intuition suggests it is only if the observed means are far apart that we
should conclude that the magnitude of separation and consequent ranking are not
due to chance. Unlike other methods our approach does not need to pre-specify
the number of selected populations and the proposed CCMLE is able to perform
simultaneous inference. Our method which is conceptually straightforward can
be easily adapted to incorporate other selection criteria.
  Selected populations Maximum likelihood Constrained MLE Post-selection
inference",Claudio Fuentes|Vik Gopal,stat.ME
2017-02-28T17:18:07Z,2017-02-24T21:44:47Z,http://arxiv.org/abs/1702.07778v1,http://arxiv.org/pdf/1702.07778v1,A Note on Nonlocal Prior Method,"We propose a new class of nonlocal prior to improve the performance of
variable selection in high dimensional setting. We prove our new prior
possesses the robustness to hyper parameter settings and is able to detect
smaller decreasing signals.",Yuanyuan Bian|Ho-Hsiang Wu,stat.ME
2017-02-28T17:18:07Z,2017-02-24T21:03:27Z,http://arxiv.org/abs/1702.07763v1,http://arxiv.org/pdf/1702.07763v1,Survival Trees for Interval-Censored Survival data,"Interval-censored data in which the event time is only known to lie in some
time interval arise commonly in practice; for example in a medical study in
which patients visit clinics or hospitals at pre-scheduled times and the
events of interest occur between visits. Such data are appropriately analyzed
using methods that account for this uncertainty in event time measurement. In
this paper we propose a survival tree method for interval-censored data based
on the conditional inference framework. Using Monte Carlo simulations we find
that the tree is effective in uncovering underlying tree structure performs
similarly to an interval-censored Cox proportional hazards model fit when the
true relationship is linear and performs at least as well as (and in the
presence of right-censoring outperforms) the Cox model when the true
relationship is not linear. Further the interval-censored tree outperforms
survival trees based on imputing the event time as an endpoint or the midpoint
of the censoring interval. We illustrate the application of the method on tooth
emergence data.",Wei Fu|Jeffrey S. Simonoff,stat.ME
2017-02-28T17:18:07Z,2017-02-24T17:01:59Z,http://arxiv.org/abs/1702.07662v1,http://arxiv.org/pdf/1702.07662v1,A Network Epidemic Model for Online Community Commissioning Data,"Statistical models for network epidemics usually assume a Bernoulli random
graph in which any two nodes have the same probability of being connected.
This assumption provides computational simplicity but does not describe
real-life networks well. We propose an epidemic model based on the preferential
attachment model which adds nodes sequentially by simple rules to generate a
network. A simulation study based on the subsequent Markov Chain Monte Carlo
algorithm reveals an identifiability issue with the model parameters so an
alternative parameterisation is suggested. Finally the model is applied to a
set of online commissioning data.",Clement Lee|Andrew Garbett|Darren J. Wilkinson,stat.CO|cs.SI|stat.ME
2017-02-28T17:18:07Z,2017-02-24T15:43:10Z,http://arxiv.org/abs/1702.07630v1,http://arxiv.org/pdf/1702.07630v1,"Inertia-Constrained Pixel-by-Pixel Nonnegative Matrix Factorisation: a
  Hyperspectral Unmixing Method Dealing with Intra-class Variability","Blind source separation is a common processing tool to analyse the
constitution of pixels of hyperspectral images. Such methods usually suppose
that pure pixel spectra (endmembers) are the same in all the image for each
class of materials. In the framework of remote sensing such an assumption is
no more valid in the presence of intra-class variabilities due to illumination
conditions weathering slight variations of the pure materials etc... In this
paper we first describe the results of investigations highlighting intra-class
variability measured in real images. Considering these results a new
formulation of the linear mixing model is presented leading to two new methods.
Unconstrained Pixel-by-pixel NMF (UP-NMF) is a new blind source separation
method based on the assumption of a linear mixing model which can deal with
intra-class variability. To overcome UP-NMF limitations an extended method is
proposed named Inertia-constrained Pixel-by-pixel NMF (IP-NMF). For each
sensed spectrum these extended versions of NMF extract a corresponding set of
source spectra. A constraint is set to limit the spreading of each source's
estimates in IP-NMF. The methods are tested on a semi-synthetic data set built
with spectra extracted from a real hyperspectral image and then numerically
mixed. We thus demonstrate the interest of our methods for realistic source
variabilities. Finally IP-NMF is tested on a real data set and it is shown to
yield better performance than state of the art methods.",Charlotte Revel|Yannick Deville|Véronique Achard|Xavier Briottet,stat.ME|cs.CV|physics.data-an|stat.ML
2017-02-28T17:18:07Z,2017-02-24T02:28:26Z,http://arxiv.org/abs/1702.07449v1,http://arxiv.org/pdf/1702.07449v1,"Characterizing Spatiotemporal Transcriptome of Human Brain via Low Rank
  Tensor Decomposition","Spatiotemporal gene expression data of the human brain offer insights on the
spa- tial and temporal patterns of gene regulation during brain development.
Most existing methods for analyzing these data consider spatial and temporal
profiles separately with the implicit assumption that different brain regions
develop in similar trajectories and that the spatial patterns of gene
expression remain similar at different time points. Al- though these analyses
may help delineate gene regulation either spatially or temporally they are not
able to characterize heterogeneity in temporal dynamics across different brain
regions or the evolution of spatial patterns of gene regulation over time. In
this article we develop a statistical method based on low rank tensor
decomposition to more effectively analyze spatiotemporal gene expression data.
We generalize the clas- sical principal component analysis (PCA) which is
applicable only to data matrices to tensor PCA that can simultaneously capture
spatial and temporal effects. We also propose an efficient algorithm that
combines tensor unfolding and power iteration to estimate the tensor principal
components and provide guarantees on their statistical performances. Numerical
experiments are presented to further demonstrate the mer- its of the proposed
method. An application of our method to a spatiotemporal brain expression data
provides insights on gene regulation patterns in the brain.",Tianqi Liu|Ming Yuan|Hongyu Zhao,stat.ME
