2017-02-28T17:20:41Z,2017-02-27T12:21:07Z,http://arxiv.org/abs/1702.08255v1,http://arxiv.org/pdf/1702.08255v1,Learning with Errors is easy with quantum samples,"Learning with Errors is one of the fundamental problems in computational
learning theory and has in the last years become the cornerstone of
post-quantum cryptography. In this work we study the quantum sample complexity
of Learning with Errors and show that there exists an efficient quantum
learning algorithm (with polynomial sample and time complexity) for the
Learning with Errors problem where the error distribution is the one used in
cryptography. While our quantum learning algorithm does not break the LWE-based
encryption schemes proposed in the cryptography literature it does have some
interesting implications for cryptography: first when building an LWE-based
scheme one needs to be careful about the access to the public-key generation
algorithm that is given to the adversary; second our algorithm shows a
possible way for attacking LWE-based encryption by using classical samples to
approximate the quantum sample state since then using our quantum learning
algorithm would solve LWE.",Alex B. Grilo|Iordanis Kerenidis,quant-ph|cs.CC
2017-02-28T17:20:41Z,2017-02-27T11:24:02Z,http://arxiv.org/abs/1702.08238v1,http://arxiv.org/pdf/1702.08238v1,Consensus Patterns parameterized by input string length is W[1]-hard,"We consider the Consensus Patterns problem where given a set of input
strings one is asked to extract a long-enough pattern which appears (with some
errors) in all strings. We prove that this problem is W[1]-hard when
parameterized by the maximum length of input strings.",Laurent Bulteau,cs.CC
2017-02-28T17:20:41Z,2017-02-27T04:42:03Z,http://arxiv.org/abs/1702.08144v1,http://arxiv.org/pdf/1702.08144v1,Synchronization Problems in Automata without Non-trivial Cycles,"In this paper we study the computational complexity of various problems
related to synchronization of weakly acyclic automata a subclass of widely
studied aperiodic automata. We provide upper and lower bounds on the length of
a shortest word synchronizing a weakly acyclic automaton or more generally a
subset of its states and show that the problem of approximating this length is
hard. We also show inapproximability of the problem of computing the rank of a
subset of states in a binary weakly acyclic automaton and prove that several
problems related to recognizing a synchronizing subset of states in such
automata are NP-complete.",Andrew Ryzhikov,cs.FL|cs.CC|68Q17|F.1.1; F.1.3; F.2.2
2017-02-28T17:20:41Z,2017-02-26T20:53:29Z,http://arxiv.org/abs/1702.08084v1,http://arxiv.org/pdf/1702.08084v1,On Algorithmic Statistics for space-bounded algorithms,"Algorithmic statistics studies explanations of observed data that are good in
the algorithmic sense: an explanation should be simple i.e. should have small
Kolmogorov complexity and capture all the algorithmically discoverable
regularities in the data. However this idea can not be used in practice because
Kolmogorov complexity is not computable.
  In this paper we develop algorithmic statistics using space-bounded
Kolmogorov complexity. We prove an analogue of one of the main result of
`classic' algorithmic statistics (about the connection between optimality and
randomness deficiences). The main tool of our proof is the Nisan-Wigderson
generator.",Alexey Milovanov,cs.IT|cs.CC|math.IT
2017-02-28T17:20:41Z,2017-02-26T15:25:57Z,http://arxiv.org/abs/1702.08045v1,http://arxiv.org/pdf/1702.08045v1,"General Upper Bounds for Gate Complexity and Depth of Reversible
  Circuits Consisting of NOT CNOT and 2-CNOT Gates","The paper discusses the gate complexity of reversible circuits consisting of
NOT CNOT and 2-CNOT gates in the case when the number of additional inputs is
limited. We study Shennon's gate complexity function $L(n q)$ and depth
function $D(nq)$ for a reversible circuit implementing a transformation
$f\colon \mathbb Z_2^n \to \mathbb Z_2^n$ with $8n < q \lesssim n2^{n-o(n)}$
additional inputs. We prove general upper bounds $L(nq) \lesssim 2^n + 8n2^n
\mathop / (\log_2 (q-4n) - \log_2 n - 2)$ and $D(nq) \lesssim 2^{n+1}(25 +
\log_2 n - \log_2 (\log_2 (q - 4n) - \log_2 n - 2))$ for this case.",Dmitry V. Zakablukov,cs.CC
2017-02-28T17:20:41Z,2017-02-25T19:07:15Z,http://arxiv.org/abs/1702.07938v1,http://arxiv.org/pdf/1702.07938v1,Complexity Classification of the Eight-Vertex Model,"We prove a complexity dichotomy theorem for the eight-vertex model. For every
setting of the parameters of the model we prove that computing the partition
function is either solvable in polynomial time or \#P-hard. The dichotomy
criterion is explicit. For tractability we find some new classes of problems
computable in polynomial time. For \#P-hardness we employ M\""{o}bius
transformations to prove the success of interpolations.",Jin-Yi Cai|Zhiguo Fu,cs.CC
2017-02-28T17:20:41Z,2017-02-25T15:07:59Z,http://arxiv.org/abs/1702.07902v1,http://arxiv.org/pdf/1702.07902v1,Approval Voting with Intransitive Preferences,"We extend Approval voting to the settings where voters may have intransitive
preferences. The major obstacle to applying Approval voting in these settings
is that voters are not able to clearly determine who they should approve or
disapprove due to the intransitivity of their preferences. An approach to
address this issue is to apply tournament solutions to help voters make the
decision. We study a class of voting systems where first each voter casts a
vote defined as a tournament then a well-defined tournament solution is
applied to select the candidates who are assumed to be approved by the voter.
Winners are the ones receiving the most approvals. We study axiomatic
properties of this class of voting systems and complexity of control and
bribery problems for these voting systems.",Yongjie Yang,cs.GT|cs.CC|cs.DM
2017-02-28T17:20:41Z,2017-02-24T17:18:02Z,http://arxiv.org/abs/1702.07669v1,http://arxiv.org/pdf/1702.07669v1,On problems equivalent to (min+)-convolution,"In the recent years significant progress has been made in explaining
apparent hardness of improving over naive solutions for many fundamental
polynomially solvable problems. This came in the form of conditional lower
bounds - reductions to one of problems assumed to be hard. These include 3SUM
All-Pairs Shortest Paths SAT and Orthogonal Vectors and others.
  In the (min+)-convolution problem the goal is to compute a sequence
$(c[i])^{n-1}_{i=0}$ where $c[k] = \min_{i=0\ldotsk} \{a[i]+b[k-i]\}$ given
sequences $(a[i])^{n-1}_{i=0}$ and $(b[i])_{i=0}^{n-1}$. This can easily be
done in $O(n^2)$ time but no $O(n^{2-\varepsilon})$ algorithm is known for
$\varepsilon > 0$. In this paper we undertake a systematic study of the
(min+)-convolution problem as a hardness assumption.
  As the first step we establish equivalence of this problem to a group of
other problems including variants of the classic knapsack problem and problems
related to subadditive sequences. The (min+)-convolution has been used as a
building block in algorithms for many problems notably problems in
stringology. It has also already appeared as an ad hoc hardness assumption. We
investigate some of these connections and provide new reductions and other
results.",Marek Cygan|Marcin Mucha|Karol Węgrzycki|Michał Włodarczyk,cs.DS|cs.CC|F.1.3; F.2
2017-02-28T17:20:41Z,2017-02-23T18:52:31Z,http://arxiv.org/abs/1702.07339v1,http://arxiv.org/pdf/1702.07339v1,A Converse to Banach's Fixed Point Theorem and its CLS Completeness,"Banach's fixed point theorem for contraction maps has been widely used to
analyze the convergence of iterative methods in non-convex problems. It is a
common experience however that iterative maps fail to be globally contracting
under the natural metric in their domain making the applicability of Banach's
theorem limited. We explore how generally we can apply Banach's fixed point
theorem to establish the convergence of iterative methods when pairing it with
carefully designed metrics.
  Our first result is a strong converse of Banach's theorem showing that it is
a universal analysis tool for establishing uniqueness of fixed points and for
bounding the convergence rate of iterative maps to a unique fixed point. In
other words we show that whenever an iterative map globally converges to a
unique fixed point there exists a metric under which the iterative map is
contracting and which can be used to bound the number of iterations until
convergence. We illustrate our approach in the widely used power method
providing a new way of bounding its convergence rate through contraction
arguments.
  We next consider the computational complexity of Banach's fixed point
theorem. Making the proof of our converse theorem constructive we show that
computing a fixed point whose existence is guaranteed by Banach's fixed point
theorem is CLS-complete. We thus provide the first natural complete problem for
the class CLS which was defined in [Daskalakis-Papadimitriou 2011] to capture
the complexity of problems such as P-matrix LCP computing KKT-points and
finding mixed Nash equilibria in congestion and network coordination games.",Constantinos Daskalakis|Christos Tzamos|Manolis Zampetakis,cs.CC|cs.LG|math.GN|stat.ML
2017-02-28T17:20:41Z,2017-02-23T11:38:36Z,http://arxiv.org/abs/1702.07180v1,http://arxiv.org/pdf/1702.07180v1,"Small hitting-sets for tiny arithmetic circuits or: How to turn bad
  designs into good","We show that if we can design poly($s$)-time hitting-sets for
$\Sigma\wedge^a\Sigma\Pi^{O(\log s)}$ circuits of size $s$ where $a=\omega(1)$
is arbitrarily small and the number of variables or arity $n$ is $O(\log s)$
then we can derandomize blackbox PIT for general circuits in quasipolynomial
time. This also establishes that either E$\not\subseteq$\#P/poly or that
VP$\ne$VNP. In fact we show that one only needs a poly($s$)-time hitting-set
against individual-degree $a'=\omega(1)$ polynomials that are computable by a
size-$s$ arity-$(\log s)$ $\Sigma\Pi\Sigma$ circuit (note: $\Pi$ fanin may be
$s$). Alternatively we claim that to understand VP one only needs to find
hitting-sets for depth-$3$ that have a small parameterized complexity.
Another tiny family of interest is when we restrict the arity $n=\omega(1)$ to
be arbitrarily small. We show that if we can design poly($s\mu(n)$)-time
hitting-sets for size-$s$ arity-$n$ $\Sigma\Pi\Sigma\wedge$ circuits
(resp.~$\Sigma\wedge^a\Sigma\Pi$) where function $\mu$ is arbitrary then we
can solve PIT for VP in quasipoly-time and prove the corresponding lower
bounds. Our methods are strong enough to prove a surprising {\em arity
reduction} for PIT-- to solve the general problem completely it suffices to
find a blackbox PIT with time-complexity $sd2^{O(n)}$. We give several examples
of ($\log s$)-variate circuits where a new measure (called cone-size) helps in
devising poly-time hitting-sets but the same question for their $s$-variate
versions is open till date: For eg. diagonal depth-$3$ circuits and in
general models that have a {\em small} partial derivative space. We also
introduce a new concept called cone-closed basis isolation and provide
example models where it occurs or can be achieved by a small shift.",Manindra Agrawal|Michael Forbes|Sumanta Ghosh|Nitin Saxena,cs.CC|F.1.1; I.1.2; F.1.3
