2017-02-28T17:22:36Z,2017-02-27T18:54:41Z,http://arxiv.org/abs/1702.08434v1,http://arxiv.org/pdf/1702.08434v1,Skin Lesion Classification Using Hybrid Deep Neural Networks,"Skin cancer is one of the major types of cancers and its incidence has been
increasing over the past decades. Skin lesions can arise from various
dermatologic disorders and can be classified to various types according to
their texture structure color and other morphological features. The accuracy
of diagnosis of skin lesions specifically the discrimination of benign and
malignant lesions is paramount to ensure appropriate patient treatment.
Machine learning-based classification approaches are among popular automatic
methods for skin lesion classification. While there are many existing methods
convolutional neural networks (CNN) have shown to be superior over other
classical machine learning methods for object detection and classification
tasks. In this work a fully automatic computerized method is proposed which
employs well established pre-trained convolutional neural networks and
ensembles learning to classify skin lesions. We trained the networks using 2000
skin lesion images available from the ISIC 2017 challenge which has three main
categories and includes 374 melanoma 254 seborrheic keratosis and 1372 benign
nevi images. The trained classifier was then tested on 150 unlabeled images.
The results evaluated by the challenge organizer and based on the area under
the receiver operating characteristic curve (AUC) were 84.8% and 93.6% for
Melanoma and seborrheic keratosis binary classification problem respectively.
  The proposed method achieved competitive results to experienced
dermatologist. Further improvement and optimization of the proposed method with
a larger training dataset could lead to a more precise reliable and robust
method for skin lesion classification.",Amirreza Mahbod|Rupert Ecker|Isabella Ellinger,cs.CV
2017-02-28T17:22:36Z,2017-02-27T18:28:58Z,http://arxiv.org/abs/1702.08423v1,http://arxiv.org/pdf/1702.08423v1,Age Progression/Regression by Conditional Adversarial Autoencoder,"""If I provide you a face image of mine (without telling you the actual age
when I took the picture) and a large amount of face images that I crawled
(containing labeled faces of different ages but not necessarily paired) can
you show me what I would look like when I am 80 or what I was like when I was
5?"" The answer is probably a ""No."" Most existing face aging works attempt to
learn the transformation between age groups and thus would require the paired
samples as well as the labeled query image. In this paper we look at the
problem from a generative modeling perspective such that no paired samples is
required. In addition given an unlabeled image the generative model can
directly produce the image with desired age attribute. We propose a conditional
adversarial autoencoder (CAAE) that learns a face manifold traversing on which
smooth age progression and regression can be realized simultaneously. In CAAE
the face is first mapped to a latent vector through a convolutional encoder
and then the vector is projected to the face manifold conditional on age
through a deconvolutional generator. The latent vector preserves personalized
face features (i.e. personality) and the age condition controls progression
vs. regression. Two adversarial networks are imposed on the encoder and
generator respectively forcing to generate more photo-realistic faces.
Experimental results demonstrate the appealing performance and flexibility of
the proposed framework by comparing with the state-of-the-art and ground truth.",Zhifei Zhang|Yang Song|Hairong Qi,cs.CV
2017-02-28T17:22:36Z,2017-02-27T17:48:17Z,http://arxiv.org/abs/1702.08400v1,http://arxiv.org/pdf/1702.08400v1,Asymmetric Tri-training for Unsupervised Domain Adaptation,"Deep-layered models trained on a large number of labeled samples boost the
accuracy of many tasks. It is important to apply such models to different
domains because collecting many labeled samples in various domains is
expensive. In unsupervised domain adaptation one needs to train a classifier
that works well on a target domain when provided with labeled source samples
and unlabeled target samples. Although many methods aim to match the
distributions of source and target samples simply matching the distribution
cannot ensure accuracy on the target domain. To learn discriminative
representations for the target domain we assume that artificially labeling
target samples can result in a good representation. Tri-training leverages
three classifiers equally to give pseudo-labels to unlabeled samples but the
method does not assume labeling samples generated from a different domain.In
this paper we propose an asymmetric tri-training method for unsupervised
domain adaptation where we assign pseudo-labels to unlabeled samples and train
neural networks as if they are true labels. In our work we use three networks
asymmetrically. By asymmetric we mean that two networks are used to label
unlabeled target samples and one network is trained by the samples to obtain
target-discriminative representations. We evaluate our method on digit
recognition and sentiment analysis datasets. Our proposed method achieves
state-of-the-art performance on the benchmark digit recognition datasets of
domain adaptation.",Kuniaki Saito|Yoshitaka Ushiku|Tatsuya Harada,cs.CV|cs.AI
2017-02-28T17:22:36Z,2017-02-27T17:06:20Z,http://arxiv.org/abs/1702.08379v1,http://arxiv.org/pdf/1702.08379v1,Revealing Hidden Potentials of q-Space Imaging in Breast Cancer,"Mammography screening for early detection of breast lesions currently suffers
from high amounts of false positive findings which result in unnecessary
invasive biopsies. Diffusion-weighted MR images (DWI) can help to reduce many
of these false-positive findings prior to biopsy. Current approaches estimate
tissue properties by means of quantitative parameters taken from generative
biophysical models fit to the q-space encoded signal under certain assumptions
regarding noise and spatial homogeneity. This process is prone to fitting
instability and partial information loss due to model simplicity. We reveal
previously unexplored potentials of the signal by integrating all data
processing components into a convolutional neural network (CNN) architecture
that is designed to propagate clinical target information down to the raw input
images. This approach enables simultaneous and target-specific optimization of
image normalization signal exploitation global representation learning and
classification. Using a multicentric data set of 222 patients we demonstrate
that our approach significantly improves clinical decision making with respect
to the current state of the art.",Paul Jaeger|Sebastian Bickelhaupt|Frederik Bernd Laun|Wolfgang Lederer|Daniel Heidi|Tristan Anselm Kuder|Daniel Paech|David Bonekamp|Alexander Radbruch|Stefan Delorme|Heinz-Peter Schlemmer|Franziska Steudle|Klaus H. Maier-Hein,cs.CV
2017-02-28T17:22:36Z,2017-02-27T15:50:35Z,http://arxiv.org/abs/1702.08336v1,http://arxiv.org/pdf/1702.08336v1,Multi-Label Segmentation via Residual-Driven Adaptive Regularization,"We present a variational multi-label segmentation algorithm based on a robust
Huber loss for both the data and the regularizer minimized within a convex
optimization framework. We introduce a novel constraint on the common areas to
bias the solution towards mutually exclusive regions. We also propose a
regularization scheme that is adapted to the spatial statistics of the residual
at each iteration resulting in a varying degree of regularization being
applied as the algorithm proceeds: the effect of the regularizer is strongest
at initialization and wanes as the solution increasingly fits the data. This
minimizes the bias induced by the regularizer at convergence. We design an
efficient convex optimization algorithm based on the alternating direction
method of multipliers using the equivalent relation between the Huber function
and the proximal operator of the one-norm. We empirically validate our proposed
algorithm on synthetic and real images and offer an information-theoretic
derivation of the cost-function that highlights the modeling choices made.",Byung-Woo Hong|Ja-Keoung Koo|Stefano Soatto,cs.CV
2017-02-28T17:22:36Z,2017-02-27T15:16:47Z,http://arxiv.org/abs/1702.08319v1,http://arxiv.org/pdf/1702.08319v1,Visual Translation Embedding Network for Visual Relation Detection,"Visual relations such as ""person ride bike"" and ""bike next to car"" offer a
comprehensive scene understanding of an image and have already shown their
great utility in connecting computer vision and natural language. However due
to the challenging combinatorial complexity of modeling
subject-predicate-object relation triplets very little work has been done to
localize and predict visual relations. Inspired by the recent advances in
relational representation learning of knowledge bases and convolutional object
detection networks we propose a Visual Translation Embedding network (VTransE)
for visual relation detection. VTransE places objects in a low-dimensional
relation space where a relation can be modeled as a simple vector translation
i.e. subject + predicate $\approx$ object. We propose a novel feature
extraction layer that enables object-relation knowledge transfer in a
fully-convolutional fashion that supports training and inference in a single
forward/backward pass. To the best of our knowledge VTransE is the first
end-to-end relation detection network. We demonstrate the effectiveness of
VTransE over other state-of-the-art methods on two large-scale datasets: Visual
Relationship and Visual Genome. Note that even though VTransE is a purely
visual model it is still competitive to the Lu's multi-modal model with
language priors.",Hanwang Zhang|Zawlin Kyaw|Shih-Fu Chang|Tat-Seng Chua,cs.CV|I.4
2017-02-28T17:22:36Z,2017-02-27T15:16:23Z,http://arxiv.org/abs/1702.08318v1,http://arxiv.org/pdf/1702.08318v1,"Efficient Privacy Preserving Viola-Jones Type Object Detection via
  Random Base Image Representation","A cloud server spent a lot of time energy and money to train a Viola-Jones
type object detector with high accuracy. Clients can upload their photos to the
cloud server to find objects. However the client does not want the leakage of
the content of his/her photos. In the meanwhile the cloud server is also
reluctant to leak any parameters of the trained object detectors. 10 years ago
Avidan & Butman introduced Blind Vision which is a method for securely
evaluating a Viola-Jones type object detector. Blind Vision uses standard
cryptographic tools and is painfully slow to compute taking a couple of hours
to scan a single image. The purpose of this work is to explore an efficient
method that can speed up the process. We propose the Random Base Image (RBI)
Representation. The original image is divided into random base images. Only the
base images are submitted randomly to the cloud server. Thus the content of
the image can not be leaked. In the meanwhile a random vector and the secure
Millionaire protocol are leveraged to protect the parameters of the trained
object detector. The RBI makes the integral-image enable again for the great
acceleration. The experimental results reveal that our method can retain the
detection accuracy of that of the plain vision algorithm and is significantly
faster than the traditional blind vision with only a very low probability of
the information leakage theoretically.",Xin Jin|Peng Yuan|Xiaodong Li|Chenggen Song|Shiming Ge|Geng Zhao|Yingya Chen,cs.CV
2017-02-28T17:22:36Z,2017-02-27T13:23:35Z,http://arxiv.org/abs/1702.08272v1,http://arxiv.org/pdf/1702.08272v1,A Dataset for Developing and Benchmarking Active Vision,"We present a new public dataset with a focus on simulating robotic vision
tasks in everyday indoor environments using real imagery. The dataset includes
20000+ RGB-D images and 50000+ 2D bounding boxes of object instances densely
captured in 9 unique scenes. We train a fast object category detector for
instance detection on our data. Using the dataset we show that although
increasingly accurate and fast the state of the art for object detection is
still severely impacted by object scale occlusion and viewing direction all
of which matter for robotics applications. We next validate the dataset for
simulating active vision and use the dataset to develop and evaluate a
deep-network-based system for next best move prediction for object
classification using reinforcement learning. Our dataset is available for
download at cs.unc.edu/~ammirato/active_vision_dataset_website/.",Phil Ammirato|Patrick Poirson|Eunbyung Park|Jana Kosecka|Alexander C. Berg,cs.CV
2017-02-28T17:22:36Z,2017-02-27T12:54:54Z,http://arxiv.org/abs/1702.08259v1,http://arxiv.org/pdf/1702.08259v1,"Fast and Accurate Inference with Adaptive Ensemble Prediction in Image
  Classification with Deep Neural Networks","Ensembling multiple predictions is a widely used technique to improve the
accuracy of various machine learning tasks. In image classification tasks for
example averaging the predictions for multiple patches extracted from the
input image significantly improves accuracy. Using multiple networks trained
independently to make predictions improves accuracy further. One obvious
drawback of the ensembling technique is its higher execution cost during
inference. If we average 100 predictions the execution cost will be 100 times
as high as the cost without the ensemble. This higher cost limits the
real-world use of ensembling even though using it is almost the norm to win
image classification competitions. In this paper we describe a new technique
called adaptive ensemble prediction which achieves the benefits of ensembling
with much smaller additional execution costs. Our observation behind this
technique is that many easy-to-predict inputs do not require ensembling. Hence
we calculate the confidence level of the prediction for each input on the basis
of the probability of the predicted label i.e. the outputs from the softmax
during the ensembling computation. If the prediction for an input reaches a
high enough probability on the basis of the confidence level we stop
ensembling for this input to avoid wasting computation power. We evaluated the
adaptive ensembling by using various datasets and showed that it reduces the
computation time significantly while achieving similar accuracy to the naive
ensembling.",Hiroshi Inoue,cs.LG|cs.CV|stat.ML
2017-02-28T17:22:36Z,2017-02-27T11:10:54Z,http://arxiv.org/abs/1702.08231v1,http://arxiv.org/pdf/1702.08231v1,Low-Precision Batch-Normalized Activations,"Artificial neural networks can be trained with relatively low-precision
floating-point and fixed-point arithmetic using between one and 16 bits.
Previous works have focused on relatively wide-but-shallow feed-forward
networks. We introduce a quantization scheme that is compatible with training
very deep neural networks. Quantizing the network activations in the middle of
each batch-normalization module can greatly reduce the amount of memory and
computational power needed with little loss in accuracy.",Benjamin Graham,cs.NE|cs.CV
