2017-02-28T17:21:57Z,2017-02-27T18:07:12Z,http://arxiv.org/abs/1702.08405v1,http://arxiv.org/pdf/1702.08405v1,Game-Theoretic Semantics for ATL+ with Applications to Model Checking,"We develop game-theoretic semantics (GTS) for the fragment ATL+ of the full
Alternating-time Temporal Logic ATL* essentially extending a recently
introduced GTS for ATL. We first show that the new game-theoretic semantics is
equivalent to the standard semantics of ATL+ (based on perfect recall
strategies). We then provide an analysis based on the new semantics of the
memory and time resources needed for model checking ATL+. Based on that we
establish that strategies that use only a very limited amount of memory suffice
for ATL+. Furthermore using the GTS we provide a new algorithm for model
checking of ATL+ and identify a natural hierarchy of tractable fragments of
ATL+ that extend ATL.",Valentin Goranko|Antti Kuusisto|Raine Rönnholm,math.LO|cs.GT|cs.LO|F.4.1; I.2.11
2017-02-28T17:21:57Z,2017-02-27T15:41:56Z,http://arxiv.org/abs/1702.08334v1,http://arxiv.org/pdf/1702.08334v1,"Stochastic Stability Analysis of Perturbed Learning Automata with
  Constant Step-Size in Strategic-Form Games","This paper considers a class of reinforcement-learning that belongs to the
family of Learning Automata and provides a stochastic-stability analysis in
strategic-form games. For this class of dynamics convergence to pure Nash
equilibria has been demonstrated only for the fine class of potential games.
Prior work primarily provides convergence properties of the dynamics through
stochastic approximations where the asymptotic behavior can be associated with
the limit points of an ordinary-differential equation (ODE). However analyzing
global convergence through the ODE-approximation requires the existence of a
Lyapunov or a potential function which naturally restricts the applicabity of
these algorithms to a fine class of games. To overcome these limitations this
paper introduces an alternative framework for analyzing stochastic-stability
that is based upon an explicit characterization of the (unique) invariant
probability measure of the induced Markov chain.",Georgios C. Chasparis,cs.GT
2017-02-28T17:21:57Z,2017-02-27T13:54:44Z,http://arxiv.org/abs/1702.08286v1,http://arxiv.org/pdf/1702.08286v1,"Balancing Lexicographic Fairness and a Utilitarian Objective with
  Application to Kidney Exchange","Balancing fairness and efficiency in resource allocation is a classical
economic and computational problem. The price of fairness measures the
worst-case loss of economic efficiency when using an inefficient but fair
allocation rule; for indivisible goods in many settings this price is
unacceptably high. In this work we propose a hybrid fairness rule that
balances a strict lexicographic preference ordering over classes of agents and
a utilitarian objective that maximizes economic efficiency. We develop a
utility function that favors disadvantaged groups lexicographically; but if
cost to overall efficiency becomes too high it smoothly switches to a
utilitarian objective. This rule has only one parameter which is proportional
to a bound on the price of fairness and can be adjusted by policymakers. We
apply this rule to kidney exchange where needy patients swap willing but
incompatible donors and demonstrate on real data from a large exchange that
our hybrid rule produces more reliable outcomes than other fairness rules.",Duncan C. McElfresh|John P. Dickerson,cs.GT|cs.AI|I.2.11; J.4
2017-02-28T17:21:57Z,2017-02-26T03:24:31Z,http://arxiv.org/abs/1702.07984v1,http://arxiv.org/abs/1702.07984v1,"Collaborative Optimization for Collective Decision-making in Continuous
  Spaces","Many societal decision problems lie in high-dimensional continuous spaces not
amenable to the voting techniques common for their discrete or
single-dimensional counterparts. These problems are typically discretized
before running an election or decided upon through negotiation by
representatives. We propose a meta-algorithm called \emph{Iterative Local
Voting} for collective decision-making in this setting in which voters are
sequentially sampled and asked to modify a candidate solution within some local
neighborhood of its current value as defined by a ball in some chosen norm. In
general such schemes do not converge or when they do the resulting solution
does not have a natural description.
  We first prove the convergence of this algorithm under appropriate choices of
neighborhoods to plausible solutions in certain natural settings: when the
voters' utilities can be expressed in terms of some form of distance from their
ideal solution and when these utilities are additively decomposable across
dimensions. In many of these cases we obtain convergence to the societal
welfare maximizing solution.
  We then describe an experiment in which we test our algorithm for the
decision of the U.S. Federal Budget on Mechanical Turk with over 4000 workers
employing neighborhoods defined by $\mathcal{L}^1 \mathcal{L}^2$ and
$\mathcal{L}^\infty$ balls. We make several observations that inform future
implementations of such a procedure.",Nikhil Garg|Vijay Kamble|Ashish Goel|David Marn|Kamesh Munagala,cs.MA|cs.CY|cs.GT
2017-02-28T17:21:57Z,2017-02-25T17:56:07Z,http://arxiv.org/abs/1702.07932v1,http://arxiv.org/pdf/1702.07932v1,The role of quantum correlations in Cop and Robber game,"We introduce and study quantized versions of Cop and Robber game. We achieve
this by using graph-preserving unitary operations which are the quantum
analogue of stochastic operations preserving the graph. We provide the tight
bound for the number of operations required to reach the given state. By
extending them to controlled operations we define a quantum controlled Cop and
Robber game which expands the classical Cop and Robber game as well as
classically controlled quantum Cop and Robber game. In contrast to the typical
scheme for introducing quantum games we assume that both parties can utilise
full information about the opponent's strategy. We show that the utilisation of
the full knowledge about the opponent's state does not provide the advantage.
Moreover the chances of catching the Robber decreases for classically cop-win
graphs. The result does not depend on the chosen model of evolution. On the
other hand the possibility to execute controlled quantum operations allows
catching the Robber on almost all classically cop-win graphs. To provide
interesting non-trivial quantized Cop and Robber game we need to enrich the
structure of correlations between the players' systems. This result
demonstrates that the ability to utilise quantum controlled operations is
significantly stronger that the control restricted operating on classical
selecting quantum operations only.",Adam Glos|Jarosław Adam Miszczak,"quant-ph|cs.DM|cs.GT|05C57 (Primary), 91A46, 81P40 (Secondary)|G.2.2"
2017-02-28T17:21:57Z,2017-02-25T15:07:59Z,http://arxiv.org/abs/1702.07902v1,http://arxiv.org/pdf/1702.07902v1,Approval Voting with Intransitive Preferences,"We extend Approval voting to the settings where voters may have intransitive
preferences. The major obstacle to applying Approval voting in these settings
is that voters are not able to clearly determine who they should approve or
disapprove due to the intransitivity of their preferences. An approach to
address this issue is to apply tournament solutions to help voters make the
decision. We study a class of voting systems where first each voter casts a
vote defined as a tournament then a well-defined tournament solution is
applied to select the candidates who are assumed to be approved by the voter.
Winners are the ones receiving the most approvals. We study axiomatic
properties of this class of voting systems and complexity of control and
bribery problems for these voting systems.",Yongjie Yang,cs.GT|cs.CC|cs.DM
2017-02-28T17:21:57Z,2017-02-25T00:05:57Z,http://arxiv.org/abs/1702.07810v1,http://arxiv.org/pdf/1702.07810v1,A Decomposition of Forecast Error in Prediction Markets,"We introduce and analyze sources of error in prediction market forecasts in
order to characterize and bound the difference between a security's price and
its ground truth value. We consider cost-function-based prediction markets in
which an automated market maker adjusts security prices according to the
history of trade. We decompose the forecasting error into four components:
\emph{sampling error} occurring because traders only possess noisy estimates
of ground truth; \emph{risk-aversion effect} arising because traders reveal
beliefs only through self-interested trade; \emph{market-maker bias} resulting
from the use of a particular market maker (i.e. cost function) to facilitate
trade; and finally \emph{convergence error} arising because at any point in
time market prices may still be in flux. Our goal is to understand the
tradeoffs between these error components and how they are influenced by design
decisions such as the functional form of the cost function and the amount of
liquidity in the market. We specifically consider a model in which traders have
exponential utility and exponential-family beliefs drawn with an independent
noise relative to ground truth. In this setting sampling error and
risk-aversion effect vanish as the number of traders grows but there is a
tradeoff between the other two components: decreasing the market maker's
liquidity results in smaller market-maker bias but may also slow down
convergence. We provide both upper and lower bounds on market-maker bias and
convergence error and demonstrate via numerical simulations that these bounds
are tight. Our results yield new insights into the question of how to set the
market's liquidity parameter and into the extent to which markets that enforce
coherent prices across securities produce better predictions than markets that
price securities independently.",Miroslav Dudík|Sébastien Lahaie|Ryan Rogers|Jennifer Wortman Vaughan,cs.GT
2017-02-28T17:21:57Z,2017-02-25T00:00:36Z,http://arxiv.org/abs/1702.07806v1,http://arxiv.org/pdf/1702.07806v1,"When Does Diversity of User Preferences Improve Outcomes in Selfish
  Routing?","We seek to understand when heterogeneity in user preferences yields improved
outcomes in terms of overall cost. That this might be hoped for is based on the
common belief that diversity is advantageous in many settings. We investigate
this in the context of routing. Our main result is a sharp characterization of
the network settings in which diversity always helps versus those in which it
is sometimes harmful.
  Specifically we consider routing games where diversity arises in the way
that users trade-off two criteria (such as time and money or in the case of
stochastic delays expectation and variance of delay). We consider both linear
and non-linear combinations of the two criteria and view our main contributions
as the following: 1) A participant-oriented measure of cost in the presence of
user diversity together with the identification of the natural benchmark: the
same cost measure for an appropriately defined average of the diversity. 2) A
full characterization of those network topologies for which diversity always
helps for all latency functions and demands. For single-commodity routings
these are series-parallel graphs while for multi-commodity routings they are
the newly-defined ""block-matching"" networks. The latter comprise a suitable
interweaving of multiple series-parallel graphs each connecting a distinct
source-sink pair.
  While the result for the single-commodity case may seem intuitive in light of
the well-known Braess paradox the two problems are different. But the main
technical challenge is to establish the ""only if"" direction of the result for
multi-commodity networks. This follows by constructing an instance where
diversity hurts and showing how to embed it in any network which is not
block-matching by carefully exploiting the way the simple source-sink paths of
the commodities intersect in the ""non-block-matching"" portion of the network.",Richard Cole|Thanasis Lianeas|Evdokia Nikolova,cs.GT
2017-02-28T17:21:57Z,2017-02-24T17:09:22Z,http://arxiv.org/abs/1702.07665v1,http://arxiv.org/pdf/1702.07665v1,Truthful Mechanisms for Delivery with Mobile Agents,"We study the game-theoretic task of selecting mobile agents to deliver
multiple items on a network. An instance is given by $m$ messages (physical
objects) which have to be transported between specified source-target pairs in
a weighted undirected graph and $k$ mobile heterogeneous agents each being
able to transport one message at a time. Following a recent model by
[B\""artschi et al. 2016] each agent $i$ consumes energy proportional to the
distance it travels in the graph where the different rates of energy
consumption are given by weight factors $w_i$. We are interested in optimizing
or approximating the total energy consumption over all selected agents.
  Unlike previous research we assume the weights to be private values known
only to the respective agents. We present three different mechanisms which
select route and pay the agents in a truthful way that guarantees voluntary
participation of the agents while approximating the optimum energy consumption
by a constant factor. To this end we analyze a previous structural result and
an approximation algorithm given by [B\""artschi et al. 2017]. Finally we show
that for some instances in the case of a single message ($m=1$) the sum of the
payments can be bounded in terms of the optimum as well.",Andreas Bärtschi|Daniel Graf|Paolo Penna,cs.GT|cs.DS
2017-02-28T17:21:57Z,2017-02-24T02:30:15Z,http://arxiv.org/abs/1702.07450v1,http://arxiv.org/pdf/1702.07450v1,Strongly-Typed Agents are Guaranteed to Interact Safely,"As artificial agents proliferate it is becoming increasingly important to
ensure that their interactions with one another are well-behaved. In this
paper we formalize a common-sense notion of when algorithms are well-behaved:
an algorithm is safe if it does no harm. Motivated by recent progress in deep
learning we focus on the specific case where agents update their actions
according to gradient descent. The first result is that gradient descent
converges to a Nash equilibrium in safe games.
  The paper provides sufficient conditions that guarantee safe interactions.
The main contribution is to define strongly-typed agents and show they are
guaranteed to interact safely. A series of examples show that strong-typing
generalizes certain key features of convexity and is closely related to blind
source separation. The analysis introduce a new perspective on classical
multilinear games based on tensor decomposition.",David Balduzzi,cs.LG|cs.AI|cs.GT
